id,SalePrice
1461,121195.45310160158
1462,152726.35181274876
1463,180684.92958466779
1464,194499.94906030234
1465,199049.84383720296
1466,171145.73826788162
1467,178675.88888955885
1468,160828.64340957545
1469,195424.10772121875
1470,119720.40947730588
1471,191201.90504058255
1472,97129.34604401965
1473,95444.77843912694
1474,145871.84081808914
1475,113984.59554477438
1476,361208.46694004466
1477,250812.66725675605
1478,295015.60340395477
1479,299867.07065708213
1480,457184.2442862876
1481,326904.8944770468
1482,211208.92854544715
1483,175881.01367879263
1484,162560.27090278693
1485,190154.99992205796
1486,193176.50865246565
1487,340348.31079610134
1488,239250.69469548418
1489,193666.4011737762
1490,230589.03079074822
1491,195790.89059664906
1492,92054.37533389167
1493,186628.77593921273
1494,299773.5902208907
1495,292914.0051837206
1496,232463.3373490435
1497,180675.3368013592
1498,168119.2822008569
1499,163433.26869970988
1500,153990.9116731466
1501,170897.85293158883
1502,145541.4514024718
1503,287092.51990873436
1504,241981.0259867157
1505,226382.8970529169
1506,188253.19394878796
1507,244247.8874155434
1508,201374.10354901533
1509,163004.0821538802
1510,143575.28999868748
1511,148509.0987869599
1512,174743.27717734524
1513,151034.18659373088
1514,158160.84725047945
1515,196656.76147240406
1516,156449.3764426086
1517,168777.61120662428
1518,134380.25075068168
1519,210294.64564794497
1520,127725.29288078858
1521,130869.14312428552
1522,178414.16321144527
1523,110428.05065383464
1524,125702.47436013765
1525,119656.99825222132
1526,113339.18694080878
1527,108761.57879773292
1528,138749.27606574463
1529,149077.5688962774
1530,184831.35488942487
1531,107207.38857235076
1532,99315.65560616826
1533,142887.2342399875
1534,125389.88498861785
1535,148069.33952250797
1536,106146.76602781599
1537,65259.17385924986
1538,149360.98377371248
1539,196483.73415635506
1540,97890.07178466629
1541,138164.17936071922
1542,139311.7108023731
1543,190400.69376999213
1544,86015.5924657131
1545,114755.07530895834
1546,135678.20579176547
1547,129053.70967356034
1548,138956.28261981037
1549,120917.93817901284
1550,136036.2732182609
1551,111103.64434672259
1552,133388.53187727067
1553,146476.44055616978
1554,115496.95553360358
1555,160758.71381114144
1556,85126.67561324117
1557,104692.21034833361
1558,97996.68172560359
1559,65473.1488862983
1560,134885.09819157352
1561,128392.13213983367
1562,130171.73109673712
1563,118046.57459259802
1564,152707.53244974813
1565,149063.7236075724
1566,240138.29637219795
1567,77133.6453420784
1568,228208.42569062498
1569,126728.59665977283
1570,140188.56202886638
1571,124930.07050533082
1572,143668.30337751648
1573,234694.91984264058
1574,118622.53166223996
1575,225751.9794874618
1576,239467.78078327145
1577,182802.9198043572
1578,148908.098975499
1579,144103.56913536962
1580,197630.73270518045
1581,152463.6501556955
1582,125636.93799674728
1583,293296.16025629675
1584,219973.11852435902
1585,136020.3761044615
1586,65902.46751438842
1587,105279.31054570142
1588,151068.57064120128
1589,97293.18328664287
1590,134321.77780903323
1591,92228.90546680172
1592,114008.13125029957
1593,128431.31657285168
1594,122516.5865554117
1595,108003.74475704701
1596,222879.8738111559
1597,193444.20919039947
1598,225133.46112916223
1599,173390.96402830392
1600,166207.4220672447
1601,66346.66021012765
1602,117014.32650546772
1603,73068.34417533714
1604,256426.83292750342
1605,246228.3725826851
1606,167194.4482385875
1607,179210.61313596866
1608,214396.9358952363
1609,184059.22055143543
1610,148367.8823955952
1611,138286.50996273317
1612,171161.86493598693
1613,162426.7924053652
1614,128340.8692665442
1615,92374.54325704841
1616,77857.54505534784
1617,94783.92593526703
1618,124987.9134644126
1619,139387.62250192062
1620,151536.99212739136
1621,138822.07261153372
1622,142399.2783506422
1623,267076.61563823366
1624,206854.44420740465
1625,120364.96660050016
1626,171494.20137875917
1627,190247.77924694953
1628,279830.82922638254
1629,184484.20035743652
1630,341137.2492923669
1631,229477.71342987687
1632,244761.01871379744
1633,175032.65228746395
1634,184113.20426201116
1635,176655.9983973534
1636,153975.90548140137
1637,198972.600564536
1638,182351.39403596768
1639,190052.9665716476
1640,255030.09793131528
1641,183585.65198875172
1642,237299.30279259427
1643,218007.5138692164
1644,235044.2283433583
1645,194255.5094210757
1646,158521.59611778505
1647,164574.77706302557
1648,130259.40372566278
1649,139403.78195964964
1650,113839.01612404795
1651,121384.41979121086
1652,97770.9540884851
1653,99440.21307485177
1654,145352.8825589423
1655,138224.29827901183
1656,140674.85479073366
1657,147081.28061204654
1658,142965.2420666621
1659,120504.47859821939
1660,153745.40970250237
1661,415537.7374636651
1662,396861.7269741657
1663,380925.0413441736
1664,450263.5345377365
1665,304753.39512810117
1666,334461.7535180022
1667,380580.5246245622
1668,342419.0654257408
1669,311400.7531650114
1670,355745.6436123743
1671,258753.24050736355
1672,409836.1012366998
1673,290514.1509012994
1674,241640.5864618794
1675,190889.4678321836
1676,189886.68910571196
1677,217813.91920636458
1678,427798.20202258026
1679,382865.02495377
1680,328463.17925696704
1681,252348.79020935172
1682,319746.9527798301
1683,180368.45007197687
1684,177313.74029798602
1685,175441.97037411114
1686,168627.59553835442
1687,173392.98802825174
1688,189290.45028524002
1689,196425.6707318034
1690,199752.02707710606
1691,187800.22527238543
1692,271402.1605346971
1693,169114.9937577758
1694,183043.95970583957
1695,169327.88364401436
1696,270775.3856950045
1697,174232.50197525573
1698,349533.73996107414
1699,309303.5332890928
1700,252628.3295584177
1701,275952.65614836826
1702,237021.51262258244
1703,239338.71747751473
1704,275725.96154286165
1705,240928.5383982153
1706,335877.09637419216
1707,214248.36527519688
1708,200842.6542340954
1709,270567.87246584444
1710,218889.33420058814
1711,271189.8109546845
1712,258428.7722207389
1713,274868.2277831795
1714,222381.13836480858
1715,208711.5330702475
1716,184447.56248952175
1717,178622.73788645933
1718,137418.7192638645
1719,208686.70860409623
1720,243660.28562313525
1721,167278.32832498205
1722,126346.60739430528
1723,156062.5101126713
1724,206066.9350294428
1725,235525.89972990216
1726,184618.86229873297
1727,151705.83693702615
1728,180758.1149152732
1729,165848.37695777926
1730,159950.4342922873
1731,120749.97311495706
1732,125956.01731500441
1733,114233.34507359349
1734,122955.45808703027
1735,127703.93092319214
1736,109194.59189061889
1737,305406.6314201801
1738,244833.42543408184
1739,238382.07493337546
1740,200924.0291807821
1741,184773.1504733001
1742,169795.1295018745
1743,179232.83676582115
1744,309788.99729959504
1745,216698.47454284312
1746,191586.246375719
1747,217095.6305474952
1748,215255.6850402025
1749,143827.4791701996
1750,126711.26705039309
1751,249019.5576397964
1752,116585.1097976506
1753,150928.02283694246
1754,198860.89040036293
1755,162649.92996209324
1756,125182.36890413842
1757,120807.59218065959
1758,146441.58075285924
1759,162771.80812900094
1760,164604.51939238625
1761,145481.43422137402
1762,176833.29357598803
1763,187058.56962435058
1764,114569.11832346802
1765,168441.86711591415
1766,189245.0893929238
1767,219964.95282675704
1768,140431.69475068018
1769,176766.99264702672
1770,152400.9673538506
1771,126012.88022082653
1772,130208.54109771109
1773,126738.13191222986
1774,142781.32350597443
1775,141695.10826700105
1776,130608.38812318027
1777,108798.48049585526
1778,138789.18697239956
1779,116419.6113542349
1780,182401.84824793355
1781,128990.21290305864
1782,88979.94944320558
1783,138871.8754814475
1784,105461.85005078542
1785,123488.76780367024
1786,142139.898161506
1787,165172.11313852633
1788,58677.65772677204
1789,100407.83141221364
1790,78713.22198676469
1791,179029.6714855704
1792,158187.5746627591
1793,129089.9530452515
1794,154158.7843073655
1795,133684.52373657894
1796,129545.72586662401
1797,116286.09672165605
1798,121566.42466465123
1799,109559.35641957315
1800,133825.54736862742
1801,125587.25553373339
1802,146103.47663541866
1803,150207.0972473811
1804,136812.52276396277
1805,137862.44022870963
1806,122498.68407466784
1807,136126.547468622
1808,126744.98928882518
1809,123376.2358168068
1810,139935.8973366876
